utterance_id	batch	pattern	word_spaced	word_script	diphone_count	diphones
209	single	1	e m ? i H q a.	_e m ? i H q a._	8	_-e e-m m-? ?-i i-H H-q q-a. a.-_
210	single	1	e d s i ? g e	_e d s i ? g e_	8	_-e e-d d-s s-i i-? ?-g g-e e-_
211	single	1	e t. t. i. k ? a	_e t. t. i. k ? a_	8	_-e e-t. t.-t. t.-i. i.-k k-? ?-a a-_
212	single	1	a l s. a. n n a	_a l s. a. n n a_	8	_-a a-l l-s. s.-a. a.-n n-n n-a a-_
213	single	1	a x j a H n u	_a x j a H n u_	8	_-a a-x x-j j-a a-H H-n n-u u-_
214	single	2	d e t. i. g r e s.	_d e t. i. g r e s._	9	_-d d-e e-t. t.-i. i.-g g-r r-e e-s. s.-_
215	single	1	i k t. u. l k i	_i k t. u. l k i_	8	_-i i-k k-t. t.-u. u.-l l-k k-i i-_
216	single	3	s. a. e. q i. a. g	_s. a. e. q i. a. g_	8	_-s. s.-a. a.-e. e.-q q-i. i.-a. a.-g g-_
217	single	1	u m z e m p a	_u m z e m p a_	8	_-u u-m m-z z-e e-m m-p p-a a-_
218	single	1	i r m a b ? u	_i r m a b ? u_	8	_-i i-r r-m m-a a-b b-? ?-u u-_
219	single	1	u n t a X H a	_u n t a X H a_	8	_-u u-n n-t t-a a-X X-H H-a a-_
220	single	3	x u i q a. u. X	_x u i q a. u. X_	8	_-x x-u u-i i-q q-a. a.-u. u.-X X-_
221	single	1	a w b i q z a	_a w b i q z a_	8	_-a a-w w-b b-i i-q q-z z-a a-_
222	single	1	e p t. u. w p e	_e p t. u. w p e_	8	_-e e-p p-t. t.-u. u.-w w-p p-e e-_
223	single	1	e t k u p r u	_e t k u p r u_	8	_-e e-t t-k k-u u-p p-r r-u u-_
224	single	1	e b t. e. ? x i	_e b t. e. ? x i_	8	_-e e-b b-t. t.-e. e.-? ?-x x-i i-_
225	single	1	i d q e. H m u	_i d q e. H m u_	8	_-i i-d d-q q-e. e.-H H-m m-u u-_
226	single	1	u S t. u. r X a	_u S t. u. r X a_	8	_-u u-S S-t. t.-u. u.-r r-X X-a a-_
227	single	1	a x s. a. r g a	_a x s. a. r g a_	8	_-a a-x x-s. s.-a. a.-r r-g g-a a-_
228	single	1	e q X u r d u	_e q X u r d u_	8	_-e e-q q-X X-u u-r r-d d-u u-_
229	single	1	e d x u t X u	_e d x u t X u_	8	_-e e-d d-x x-u u-t t-X X-u u-_
230	single	1	i s. t. u. n j a	_i s. t. u. n j a_	8	_-i i-s. s.-t. t.-u. u.-n n-j j-a a-_
231	single	1	u d ? i x p u	_u d ? i x p u_	8	_-u u-d d-? ?-i i-x x-p p-u u-_
232	single	1	a w z i t H i	_a w z i t H i_	8	_-a a-w w-z z-i i-t t-H H-i i-_
233	single	1	e p q a. g w e	_e p q a. g w e_	8	_-e e-p p-q q-a. a.-g g-w w-e e-_
234	single	1	u s t. i. d r u	_u s t. i. d r u_	8	_-u u-s s-t. t.-i. i.-d d-r r-u u-_
235	single	1	a X X a ? H u	_a X X a ? H u_	8	_-a a-X X-X X-a a-? ?-H H-u u-_
236	single	1	u x k u m H e	_u x k u m H e_	8	_-u u-x x-k k-u u-m m-H H-e e-_
237	single	1	a S r i n s u	_a S r i n s u_	8	_-a a-S S-r r-i i-n n-s s-u u-_
238	single	1	a n t. i. t l a	_a n t. i. t l a_	8	_-a a-n n-t. t.-i. i.-t t-l l-a a-_
239	single	1	e H t. u. w q u.	_e H t. u. w q u._	8	_-e e-H H-t. t.-u. u.-w w-q q-u. u.-_
240	single	1	i l q i. j p u	_i l q i. j p u_	8	_-i i-l l-q q-i. i.-j j-p p-u u-_
241	single	1	i s. q u. t g i	_i s. q u. t g i_	8	_-i i-s. s.-q q-u. u.-t t-g g-i i-_
242	single	1	u z s. e. m g u	_u z s. e. m g u_	8	_-u u-z z-s. s.-e. e.-m m-g g-u u-_
243	single	1	a g S e z d i	_a g S e z d i_	8	_-a a-g g-S S-e e-z z-d d-i i-_
244	single	1	i p t e x n i	_i p t e x n i_	8	_-i i-p p-t t-e e-x x-n n-i i-_
245	single	1	u S H u l d i	_u S H u l d i_	8	_-u u-S S-H H-u u-l l-d d-i i-_
246	single	1	a s s. e. S w i	_a s s. e. S w i_	8	_-a a-s s-s. s.-e. e.-S S-w w-i i-_
247	single	1	u m w e n X e	_u m w e n X e_	8	_-u u-m m-w w-e e-n n-X X-e e-_
248	single	3	j i i q e. e. b	_j i i q e. e. b_	8	_-j j-i i-i i-q q-e. e.-e. e.-b b-_
249	single	1	e l s. a. d k u	_e l s. a. d k u_	8	_-e e-l l-s. s.-a. a.-d d-k k-u u-_
250	single	1	e t. d i s g e	_e t. d i s g e_	8	_-e e-t. t.-d d-i i-s s-g g-e e-_
251	single	1	u l H a z w u	_u l H a z w u_	8	_-u u-l l-H H-a a-z z-w w-u u-_
252	single	1	u k d u z s i	_u k d u z s i_	8	_-u u-k k-d d-u u-z z-s s-i i-_
253	single	1	a q n a s. S a	_a q n a s. S a_	8	_-a a-q q-n n-a a-s. s.-S S-a a-_
254	single	1	e t. x e t. s i	_e t. x e t. s i_	8	_-e e-t. t.-x x-e e-t. t.-s s-i i-_
255	single	2	t. i. q i. S t. u. x	_t. i. q i. S t. u. x_	9	_-t. t.-i. i.-q q-i. i.-S S-t. t.-u. u.-x x-_
256	single	1	i b l i t z a	_i b l i t z a_	8	_-i i-b b-l l-i i-t t-z z-a a-_
257	single	1	i z q a. ? H i	_i z q a. ? H i_	8	_-i i-z z-q q-a. a.-? ?-H H-i i-_
258	single	1	e ? q a. s z i	_e ? q a. s z i_	8	_-e e-? ?-q q-a. a.-s s-z z-i i-_
259	single	1	u X w u m s a	_u X w u m s a_	8	_-u u-X X-w w-u u-m m-s s-a a-_
260	single	1	u r t u z t i	_u r t u z t i_	8	_-u u-r r-t t-u u-z z-t t-i i-_
261	single	1	u t ? a s. g i	_u t ? a s. g i_	8	_-u u-t t-? ?-a a-s. s.-g g-i i-_
262	single	1	i l t i s s a	_i l t i s s a_	8	_-i i-l l-t t-i i-s s-s s-a a-_
263	single	1	u s. r a t s i	_u s. r a t s i_	8	_-u u-s. s.-r r-a a-t t-s s-i i-_
264	single	1	u s j i s X a	_u s j i s X a_	8	_-u u-s s-j j-i i-s s-X X-a a-_
265	single	2	d a s. a. t t i d	_d a s. a. t t i d_	9	_-d d-a a-s. s.-a. a.-t t-t t-i i-d d-_
266	single	1	e g q e. j r e	_e g q e. j r e_	8	_-e e-g g-q q-e. e.-j j-r r-e e-_
267	single	1	e l b e b H u	_e l b e b H u_	8	_-e e-l l-b b-e e-b b-H H-u u-_
268	single	1	u q S a s. w e	_u q S a s. w e_	8	_-u u-q q-S S-a a-s. s.-w w-e e-_
269	single	1	e n q i. X w e	_e n q i. X w e_	8	_-e e-n n-q q-i. i.-X X-w w-e e-_
270	single	1	a l q i. x r e	_a l q i. x r e_	8	_-a a-l l-q q-i. i.-x x-r r-e e-_
271	single	1	e b s. a. z k a	_e b s. a. z k a_	8	_-e e-b b-s. s.-a. a.-z z-k k-a a-_
272	single	1	a g d a q w e	_a g d a q w e_	8	_-a a-g g-d d-a a-q q-w w-e e-_
273	single	1	u ? g i s b u	_u ? g i s b u_	8	_-u u-? ?-g g-i i-s s-b b-u u-_
274	single	1	a x w i ? p u	_a x w i ? p u_	8	_-a a-x x-w w-i i-? ?-p p-u u-_
275	single	1	u x m e r x a	_u x m e r x a_	8	_-u u-x x-m m-e e-r r-x x-a a-_
276	single	1	u w k e n k e	_u w k e n k e_	8	_-u u-w w-k k-e e-n n-k k-e e-_
277	single	1	u q j u d p i	_u q j u d p i_	8	_-u u-q q-j j-u u-d d-p p-i i-_
278	single	1	e b m u q p e	_e b m u q p e_	8	_-e e-b b-m m-u u-q q-p p-e e-_
279	single	1	e j b i t r u	_e j b i t r u_	8	_-e e-j j-b b-i i-t t-r r-u u-_
280	single	1	e t x a s r i	_e t x a s r i_	8	_-e e-t t-x x-a a-s s-r r-i i-_
281	single	1	e t. g e t. r u	_e t. g e t. r u_	8	_-e e-t. t.-g g-e e-t. t.-r r-u u-_
282	single	1	i H t a l w u	_i H t a l w u_	8	_-i i-H H-t t-a a-l l-w w-u u-_
283	single	1	u w t u t n e	_u w t u t n e_	8	_-u u-w w-t t-u u-t t-n n-e e-_
284	single	3	t. e. a. t. u. e. r	_t. e. a. t. u. e. r_	8	_-t. t.-e. e.-a. a.-t. t.-u. u.-e. e.-r r-_
285	single	1	i t S e q l i	_i t S e q l i_	8	_-i i-t t-S S-e e-q q-l l-i i-_
286	single	1	i t. t. e. j k u	_i t. t. e. j k u_	8	_-i i-t. t.-t. t.-e. e.-j j-k k-u u-_
287	single	3	s. a. u. ? i u x	_s. a. u. ? i u x_	8	_-s. s.-a. a.-u. u.-? ?-i i-u u-x x-_
288	single	1	e x d u s. l a	_e x d u s. l a_	8	_-e e-x x-d d-u u-s. s.-l l-a a-_
289	single	1	a p j i r j i	_a p j i r j i_	8	_-a a-p p-j j-i i-r r-j j-i i-_
290	single	1	a s. n e t. z u	_a s. n e t. z u_	8	_-a a-s. s.-n n-e e-t. t.-z z-u u-_
291	single	1	a q t. i. z t i	_a q t. i. z t i_	8	_-a a-q q-t. t.-i. i.-z z-t t-i i-_
292	single	2	b i t. a. g q e. g	_b i t. a. g q e. g_	9	_-b b-i i-t. t.-a. a.-g g-q q-e. e.-g g-_
293	single	1	e X s e s p a	_e X s e s p a_	8	_-e e-X X-s s-e e-s s-p p-a a-_
294	single	1	u p H i d k e	_u p H i d k e_	8	_-u u-p p-H H-i i-d d-k k-e e-_
295	single	1	e z b u s. H i	_e z b u s. H i_	8	_-e e-z z-b b-u u-s. s.-H H-i i-_
296	single	1	e s. s. i. r H e	_e s. s. i. r H e_	8	_-e e-s. s.-s. s.-i. i.-r r-H H-e e-_
297	single	1	u s. t. a. m d a	_u s. t. a. m d a_	8	_-u u-s. s.-t. t.-a. a.-m m-d d-a a-_
298	single	1	e X b i X d e	_e X b i X d e_	8	_-e e-X X-b b-i i-X X-d d-e e-_
299	single	1	a ? q a. X l a	_a ? q a. X l a_	8	_-a a-? ?-q q-a. a.-X X-l l-a a-_
300	single	1	u p b i s S a	_u p b i s S a_	8	_-u u-p p-b b-i i-s s-S S-a a-_
301	single	1	a q t a g b u	_a q t a g b u_	8	_-a a-q q-t t-a a-g g-b b-u u-_
302	single	1	i n t. a. l s u	_i n t. a. l s u_	8	_-i i-n n-t. t.-a. a.-l l-s s-u u-_
303	single	1	a j t e j m a	_a j t e j m a_	8	_-a a-j j-t t-e e-j j-m m-a a-_
304	single	1	u q n u g n i	_u q n u g n i_	8	_-u u-q q-n n-u u-g g-n n-i i-_
305	single	1	e k g a d g u	_e k g a d g u_	8	_-e e-k k-g g-a a-d d-g g-u u-_
306	single	1	e t. q e. X t i	_e t. q e. X t i_	8	_-e e-t. t.-q q-e. e.-X X-t t-i i-_
307	single	1	u b r u n s e	_u b r u n s e_	8	_-u u-b b-r r-u u-n n-s s-e e-_
308	single	1	u H d a l X a	_u H d a l X a_	8	_-u u-H H-d d-a a-l l-X X-a a-_
309	single	1	e ? n i d w a	_e ? n i d w a_	8	_-e e-? ?-n n-i i-d d-w w-a a-_
310	single	1	u k p e w k u	_u k p e w k u_	8	_-u u-k k-p p-e e-w w-k k-u u-_
311	single	1	i x g e d S a	_i x g e d S a_	8	_-i i-x x-g g-e e-d d-S S-a a-_
312	single	1	a q b a q g i	_a q b a q g i_	8	_-a a-q q-b b-a a-q q-g g-i i-_
313	single	1	u g t. i. b b e	_u g t. i. b b e_	8	_-u u-g g-t. t.-i. i.-b b-b b-e e-_
314	single	1	e w s e k s a	_e w s e k s a_	8	_-e e-w w-s s-e e-k k-s s-a a-_
315	single	1	i H s u t S i	_i H s u t S i_	8	_-i i-H H-s s-u u-t t-S S-i i-_
316	single	1	e t. g a t. ? i	_e t. g a t. ? i_	8	_-e e-t. t.-g g-a a-t. t.-? ?-i i-_
317	single	1	i q s. a. d S a	_i q s. a. d S a_	8	_-i i-q q-s. s.-a. a.-d d-S S-a a-_
318	single	1	a z z i w S e	_a z z i w S e_	8	_-a a-z z-z z-i i-w w-S S-e e-_
319	single	1	i r t. a. t b a	_i r t. a. t b a_	8	_-i i-r r-t. t.-a. a.-t t-b b-a a-_
320	single	2	m u q u. n p e w	_m u q u. n p e w_	9	_-m m-u u-q q-u. u.-n n-p p-e e-w w-_
321	single	1	i m s. e. s ? e	_i m s. e. s ? e_	8	_-i i-m m-s. s.-e. e.-s s-? ?-e e-_
322	single	1	e x H u z g u	_e x H u z g u_	8	_-e e-x x-H H-u u-z z-g g-u u-_
323	single	1	u w x a s. j e	_u w x a s. j e_	8	_-u u-w w-x x-a a-s. s.-j j-e e-_
324	single	1	a X X i b x e	_a X X i b x e_	8	_-a a-X X-X X-i i-b b-x x-e e-_
325	single	1	e w ? u p g u	_e w ? u p g u_	8	_-e e-w w-? ?-u u-p p-g g-u u-_
326	single	1	a g d i g z i	_a g d i g z i_	8	_-a a-g g-d d-i i-g g-z z-i i-_
327	single	1	a S X u H t u	_a S X u H t u_	8	_-a a-S S-X X-u u-H H-t t-u u-_
328	single	1	a n t. e. l n i	_a n t. e. l n i_	8	_-a a-n n-t. t.-e. e.-l l-n n-i i-_
329	single	1	e m g u n ? a	_e m g u n ? a_	8	_-e e-m m-g g-u u-n n-? ?-a a-_
330	single	1	a t w a ? z a	_a t w a ? z a_	8	_-a a-t t-w w-a a-? ?-z z-a a-_
331	single	1	e w n u s. z a	_e w n u s. z a_	8	_-e e-w w-n n-u u-s. s.-z z-a a-_
332	single	1	u q p u l z i	_u q p u l z i_	8	_-u u-q q-p p-u u-l l-z z-i i-_
333	single	1	i t. t e m m a	_i t. t e m m a_	8	_-i i-t. t.-t t-e e-m m-m m-a a-_
334	single	1	i w s. u. q S e	_i w s. u. q S e_	8	_-i i-w w-s. s.-u. u.-q q-S S-e e-_
335	single	1	u n S u w w i	_u n S u w w i_	8	_-u u-n n-S S-u u-w w-w w-i i-_
336	single	1	i s. s i ? d e	_i s. s i ? d e_	8	_-i i-s. s.-s s-i i-? ?-d d-e e-_
337	single	2	q e. q e. H ? a s	_q e. q e. H ? a s_	9	_-q q-e. e.-q q-e. e.-H H-? ?-a a-s s-_
338	single	1	a g x e d ? u	_a g x e d ? u_	8	_-a a-g g-x x-e e-d d-? ?-u u-_
339	single	1	e H S e x g u	_e H S e x g u_	8	_-e e-H H-S S-e e-x x-g g-u u-_
340	single	1	a x q u. d t. i.	_a x q u. d t. i._	8	_-a a-x x-q q-u. u.-d d-t. t.-i. i.-_
341	single	1	e b s e q H u	_e b s e q H u_	8	_-e e-b b-s s-e e-q q-H H-u u-_
342	single	1	e q x u ? t e	_e q x u ? t e_	8	_-e e-q q-x x-u u-? ?-t t-e e-_
343	single	1	u j H e m ? a	_u j H e m ? a_	8	_-u u-j j-H H-e e-m m-? ?-a a-_
344	single	1	a p X u X b u	_a p X u X b u_	8	_-a a-p p-X X-u u-X X-b b-u u-_
345	single	1	a j s. a. d n a	_a j s. a. d n a_	8	_-a a-j j-s. s.-a. a.-d d-n n-a a-_
346	single	1	i H z a H j u	_i H z a H j u_	8	_-i i-H H-z z-a a-H H-j j-u u-_
347	single	1	a X g a q r a	_a X g a q r a_	8	_-a a-X X-g g-a a-q q-r r-a a-_
348	single	1	e x d e q ? i	_e x d e q ? i_	8	_-e e-x x-d d-e e-q q-? ?-i i-_
349	single	1	a t. S i p l i	_a t. S i p l i_	8	_-a a-t. t.-S S-i i-p p-l l-i i-_
350	single	1	i k j u m S a	_i k j u m S a_	8	_-i i-k k-j j-u u-m m-S S-a a-_
351	single	1	u k s e p ? u	_u k s e p ? u_	8	_-u u-k k-s s-e e-p p-? ?-u u-_
352	single	1	i m l u k p u	_i m l u k p u_	8	_-i i-m m-l l-u u-k k-p p-u u-_
353	single	1	a X q i. g p e	_a X q i. g p e_	8	_-a a-X X-q q-i. i.-g g-p p-e e-_
354	single	1	e t. p a S ? i	_e t. p a S ? i_	8	_-e e-t. t.-p p-a a-S S-? ?-i i-_
355	single	1	u d m u j w a	_u d m u j w a_	8	_-u u-d d-m m-u u-j j-w w-a a-_
356	single	1	e s H i q q i.	_e s H i q q i._	8	_-e e-s s-H H-i i-q q-q q-i. i.-_
357	single	1	e j ? e x ? e	_e j ? e x ? e_	8	_-e e-j j-? ?-e e-x x-? ?-e e-_
358	single	1	i w r u t. z e	_i w r u t. z e_	8	_-i i-w w-r r-u u-t. t.-z z-e e-_
359	single	2	s. u. j i k t. a. X	_s. u. j i k t. a. X_	9	_-s. s.-u. u.-j j-i i-k k-t. t.-a. a.-X X-_
360	single	1	u b S u n b a	_u b S u n b a_	8	_-u u-b b-S S-u u-n n-b b-a a-_
361	single	1	e H s. i. r p i	_e H s. i. r p i_	8	_-e e-H H-s. s.-i. i.-r r-p p-i i-_
362	single	1	a X m u z j u	_a X m u z j u_	8	_-a a-X X-m m-u u-z z-j j-u u-_
363	single	1	a k m a X z e	_a k m a X z e_	8	_-a a-k k-m m-a a-X X-z z-e e-_
364	single	1	i b j a s. s i	_i b j a s. s i_	8	_-i i-b b-j j-a a-s. s.-s s-i i-_
365	single	1	a d b u k r u	_a d b u k r u_	8	_-a a-d d-b b-u u-k k-r r-u u-_
366	single	1	i s. q e. ? b a	_i s. q e. ? b a_	8	_-i i-s. s.-q q-e. e.-? ?-b b-a a-_
367	single	1	e S j u s. j a	_e S j u s. j a_	8	_-e e-S S-j j-u u-s. s.-j j-a a-_
368	single	1	e d q u. t. m i	_e d q u. t. m i_	8	_-e e-d d-q q-u. u.-t. t.-m m-i i-_
369	single	1	e ? x a d t e	_e ? x a d t e_	8	_-e e-? ?-x x-a a-d d-t t-e e-_
370	single	1	u t d i t. n a	_u t d i t. n a_	8	_-u u-t t-d d-i i-t. t.-n n-a a-_
371	single	1	e t g a p z e	_e t g a p z e_	8	_-e e-t t-g g-a a-p p-z z-e e-_
372	single	3	q u. i. p a u l	_q u. i. p a u l_	8	_-q q-u. u.-i. i.-p p-a a-u u-l l-_
373	single	1	a p x e n w u	_a p x e n w u_	8	_-a a-p p-x x-e e-n n-w w-u u-_
374	single	1	e H t. i. H H e	_e H t. i. H H e_	8	_-e e-H H-t. t.-i. i.-H H-H H-e e-_
375	single	1	u s l i S d a	_u s l i S d a_	8	_-u u-s s-l l-i i-S S-d d-a a-_
376	single	1	a d q u. b ? a	_a d q u. b ? a_	8	_-a a-d d-q q-u. u.-b b-? ?-a a-_
377	single	1	e d z a g H i	_e d z a g H i_	8	_-e e-d d-z z-a a-g g-H H-i i-_
378	single	1	e z S e l w e	_e z S e l w e_	8	_-e e-z z-S S-e e-l l-w w-e e-_
379	single	1	u d t u j j e	_u d t u j j e_	8	_-u u-d d-t t-u u-j j-j j-e e-_
380	single	1	e j p e k z u	_e j p e k z u_	8	_-e e-j j-p p-e e-k k-z z-u u-_
381	single	1	e t t. a. k p e	_e t t. a. k p e_	8	_-e e-t t-t. t.-a. a.-k k-p p-e e-_
382	single	1	i l p i t p i	_i l p i t p i_	8	_-i i-l l-p p-i i-t t-p p-i i-_
383	single	1	i w t. e. k g u	_i w t. e. k g u_	8	_-i i-w w-t. t.-e. e.-k k-g g-u u-_
384	single	1	i x w i S k e	_i x w i S k e_	8	_-i i-x x-w w-i i-S S-k k-e e-_
385	single	1	a S s. e. d w i	_a S s. e. d w i_	8	_-a a-S S-s. s.-e. e.-d d-w w-i i-_
386	single	1	e w l u g g i	_e w l u g g i_	8	_-e e-w w-l l-u u-g g-g g-i i-_
387	single	1	u S H a w ? i	_u S H a w ? i_	8	_-u u-S S-H H-a a-w w-? ?-i i-_
388	single	1	e k m u ? j e	_e k m u ? j e_	8	_-e e-k k-m m-u u-? ?-j j-e e-_
389	single	1	u x l u t. H i	_u x l u t. H i_	8	_-u u-x x-l l-u u-t. t.-H H-i i-_
390	single	1	u w X u H x u	_u w X u H x u_	8	_-u u-w w-X X-u u-H H-x x-u u-_
391	single	1	a b t i s. d i	_a b t i s. d i_	8	_-a a-b b-t t-i i-s. s.-d d-i i-_
392	single	2	t. i. n u H q a. z	_t. i. n u H q a. z_	9	_-t. t.-i. i.-n n-u u-H H-q q-a. a.-z z-_
393	single	1	e q b i X j a	_e q b i X j a_	8	_-e e-q q-b b-i i-X X-j j-a a-_
394	single	1	a ? S u S b u	_a ? S u S b u_	8	_-a a-? ?-S S-u u-S S-b b-u u-_
395	single	1	i S S i q ? e	_i S S i q ? e_	8	_-i i-S S-S S-i i-q q-? ?-e e-_
396	single	1	e j S a m X a	_e j S a m X a_	8	_-e e-j j-S S-a a-m m-X X-a a-_
397	single	1	i s d u j s u	_i s d u j s u_	8	_-i i-s s-d d-u u-j j-s s-u u-_
398	single	2	m a s. e. m t. i. X	_m a s. e. m t. i. X_	9	_-m m-a a-s. s.-e. e.-m m-t. t.-i. i.-X X-_
399	single	1	i w t. u. s g u	_i w t. u. s g u_	8	_-i i-w w-t. t.-u. u.-s s-g g-u u-_
400	single	1	e s t e q t e	_e s t e q t e_	8	_-e e-s s-t t-e e-q q-t t-e e-_
401	single	1	u n g a w t e	_u n g a w t e_	8	_-u u-n n-g g-a a-w w-t t-e e-_
402	single	1	e g s e H t. e.	_e g s e H t. e._	8	_-e e-g g-s s-e e-H H-t. t.-e. e.-_
403	single	1	i l t u m b u	_i l t u m b u_	8	_-i i-l l-t t-u u-m m-b b-u u-_
404	single	1	a g t a m l u	_a g t a m l u_	8	_-a a-g g-t t-a a-m m-l l-u u-_
405	single	1	i k t u m r u	_i k t u m r u_	8	_-i i-k k-t t-u u-m m-r r-u u-_
406	single	1	a t t. e. n p u	_a t t. e. n p u_	8	_-a a-t t-t. t.-e. e.-n n-p p-u u-_
407	single	1	u X p i n j u	_u X p i n j u_	8	_-u u-X X-p p-i i-n n-j j-u u-_
408	single	1	u l H e r r a	_u l H e r r a_	8	_-u u-l l-H H-e e-r r-r r-a a-_
409	single	1	i ? k a s. n e	_i ? k a s. n e_	8	_-i i-? ?-k k-a a-s. s.-n n-e e-_
410	single	1	u z H e d l u	_u z H e d l u_	8	_-u u-z z-H H-e e-d d-l l-u u-_
411	single	1	i q w a n r e	_i q w a n r e_	8	_-i i-q q-w w-a a-n n-r r-e e-_
412	single	3	t. e. a. s. u. u. l	_t. e. a. s. u. u. l_	8	_-t. t.-e. e.-a. a.-s. s.-u. u.-u. u.-l l-_
413	single	1	i j n u z j i	_i j n u z j i_	8	_-i i-j j-n n-u u-z z-j j-i i-_
414	single	1	a t x i s w i	_a t x i s w i_	8	_-a a-t t-x x-i i-s s-w w-i i-_
415	single	1	a s H a z g a	_a s H a z g a_	8	_-a a-s s-H H-a a-z z-g g-a a-_
416	single	1	i s q i. j S i	_i s q i. j S i_	8	_-i i-s s-q q-i. i.-j j-S S-i i-_
417	single	1	e l X u H r a	_e l X u H r a_	8	_-e e-l l-X X-u u-H H-r r-a a-_
418	single	1	a z x u t ? a	_a z x u t ? a_	8	_-a a-z z-x x-u u-t t-? ?-a a-_
419	single	1	u q s e w H a	_u q s e w H a_	8	_-u u-q q-s s-e e-w w-H H-a a-_
420	single	1	e p s u m H u	_e p s u m H u_	8	_-e e-p p-s s-u u-m m-H H-u u-_
421	single	1	e j g e l j e	_e j g e l j e_	8	_-e e-j j-g g-e e-l l-j j-e e-_
422	single	1	a x b e t. k i	_a x b e t. k i_	8	_-a a-x x-b b-e e-t. t.-k k-i i-_
423	single	1	a l k i w d a	_a l k i w d a_	8	_-a a-l l-k k-i i-w w-d d-a a-_
424	single	1	a q q i. x b i	_a q q i. x b i_	8	_-a a-q q-q q-i. i.-x x-b b-i i-_
425	single	1	i z X u l S u	_i z X u l S u_	8	_-i i-z z-X X-u u-l l-S S-u u-_
426	single	1	a t. ? i j x i	_a t. ? i j x i_	8	_-a a-t. t.-? ?-i i-j j-x x-i i-_
427	single	2	t. e. w i j d a b	_t. e. w i j d a b_	9	_-t. t.-e. e.-w w-i i-j j-d d-a a-b b-_
428	single	1	a j t. e. l r i	_a j t. e. l r i_	8	_-a a-j j-t. t.-e. e.-l l-r r-i i-_
429	single	1	u S s a t S e	_u S s a t S e_	8	_-u u-S S-s s-a a-t t-S S-e e-_
430	single	1	i H b i b S u	_i H b i b S u_	8	_-i i-H H-b b-i i-b b-S S-u u-_
