utterance_id	batch	pattern	word_spaced	word_script	diphone_count	diphones
657	single	1	a t. X e H g e	_a t. X e H g e_	8	_-a a-t. t.-X X-e e-H H-g g-e e-_
658	single	3	w e a s e a b	_w e a s e a b_	8	_-w w-e e-a a-s s-e e-a a-b b-_
659	single	1	a s m u d S i	_a s m u d S i_	8	_-a a-s s-m m-u u-d d-S S-i i-_
660	single	1	a H l a s b i	_a H l a s b i_	8	_-a a-H H-l l-a a-s s-b b-i i-_
661	single	1	i t. g i j r i	_i t. g i j r i_	8	_-i i-t. t.-g g-i i-j j-r r-i i-_
662	single	1	u n d a l H u	_u n d a l H u_	8	_-u u-n n-d d-a a-l l-H H-u u-_
663	single	1	e l w u w m u	_e l w u w m u_	8	_-e e-l l-w w-u u-w w-m m-u u-_
664	single	1	e k H e w r a	_e k H e w r a_	8	_-e e-k k-H H-e e-w w-r r-a a-_
665	single	1	u t g a z z u	_u t g a z z u_	8	_-u u-t t-g g-a a-z z-z z-u u-_
666	single	1	e l m u n j u	_e l m u n j u_	8	_-e e-l l-m m-u u-n n-j j-u u-_
667	single	1	i p q e. n r e	_i p q e. n r e_	8	_-i i-p p-q q-e. e.-n n-r r-e e-_
668	single	1	a S z u X z i	_a S z u X z i_	8	_-a a-S S-z z-u u-X X-z z-i i-_
669	single	1	i b l e k l e	_i b l e k l e_	8	_-i i-b b-l l-e e-k k-l l-e e-_
670	single	1	i s r e n X e	_i s r e n X e_	8	_-i i-s s-r r-e e-n n-X X-e e-_
671	single	1	e w w a r j u	_e w w a r j u_	8	_-e e-w w-w w-a a-r r-j j-u u-_
672	single	1	u p k a s. x i	_u p k a s. x i_	8	_-u u-p p-k k-a a-s. s.-x x-i i-_
673	single	1	e X X i x H e	_e X X i x H e_	8	_-e e-X X-X X-i i-x x-H H-e e-_
674	single	1	a d m u j d u	_a d m u j d u_	8	_-a a-d d-m m-u u-j j-d d-u u-_
675	single	1	u d n a l l a	_u d n a l l a_	8	_-u u-d d-n n-a a-l l-l l-a a-_
676	single	1	u n k i z ? u	_u n k i z ? u_	8	_-u u-n n-k k-i i-z z-? ?-u u-_
677	single	1	u s. j e q S u	_u s. j e q S u_	8	_-u u-s. s.-j j-e e-q q-S S-u u-_
678	single	1	u j S a s. k e	_u j S a s. k e_	8	_-u u-j j-S S-a a-s. s.-k k-e e-_
679	single	1	i S m e X b a	_i S m e X b a_	8	_-i i-S S-m m-e e-X X-b b-a a-_
680	single	1	a t. m u t x i	_a t. m u t x i_	8	_-a a-t. t.-m m-u u-t t-x x-i i-_
681	single	1	i ? p u s l u	_i ? p u s l u_	8	_-i i-? ?-p p-u u-s s-l l-u u-_
682	single	1	i X g i t q u.	_i X g i t q u._	8	_-i i-X X-g g-i i-t t-q q-u. u.-_
683	single	1	a x g u z w a	_a x g u z w a_	8	_-a a-x x-g g-u u-z z-w w-a a-_
684	single	1	e t. w e n w i	_e t. w e n w i_	8	_-e e-t. t.-w w-e e-n n-w w-i i-_
685	single	1	i H x i r q a.	_i H x i r q a._	8	_-i i-H H-x x-i i-r r-q q-a. a.-_
686	single	1	e b X a m z e	_e b X a m z e_	8	_-e e-b b-X X-a a-m m-z z-e e-_
687	single	1	i k n e m m i	_i k n e m m i_	8	_-i i-k k-n n-e e-m m-m m-i i-_
688	single	1	i g l e r p e	_i g l e r p e_	8	_-i i-g g-l l-e e-r r-p p-e e-_
689	single	1	i w x u z m i	_i w x u z m i_	8	_-i i-w w-x x-u u-z z-m m-i i-_
690	single	1	i x z a b b i	_i x z a b b i_	8	_-i i-x x-z z-a a-b b-b b-i i-_
691	single	1	i t w e t w i	_i t w e t w i_	8	_-i i-t t-w w-e e-t t-w w-i i-_
692	single	1	e q s e w l a	_e q s e w l a_	8	_-e e-q q-s s-e e-w w-l l-a a-_
693	single	1	e H s u g j u	_e H s u g j u_	8	_-e e-H H-s s-u u-g g-j j-u u-_
694	single	1	a r b e k s a	_a r b e k s a_	8	_-a a-r r-b b-e e-k k-s s-a a-_
695	single	1	u ? n e n ? u	_u ? n e n ? u_	8	_-u u-? ?-n n-e e-n n-? ?-u u-_
696	single	1	u t. r a k m a	_u t. r a k m a_	8	_-u u-t. t.-r r-a a-k k-m m-a a-_
697	single	1	a q t. e. t g e	_a q t. e. t g e_	8	_-a a-q q-t. t.-e. e.-t t-g g-e e-_
698	single	1	u t. t i s p i	_u t. t i s p i_	8	_-u u-t. t.-t t-i i-s s-p p-i i-_
699	single	1	a p x u w X a	_a p x u w X a_	8	_-a a-p p-x x-u u-w w-X X-a a-_
700	single	1	a H q e. s z i	_a H q e. s z i_	8	_-a a-H H-q q-e. e.-s s-z z-i i-_
701	single	1	i w j u k X u	_i w j u k X u_	8	_-i i-w w-j j-u u-k k-X X-u u-_
702	single	1	i n z i w X e	_i n z i w X e_	8	_-i i-n n-z z-i i-w w-X X-e e-_
703	single	1	a l l e m d i	_a l l e m d i_	8	_-a a-l l-l l-e e-m m-d d-i i-_
704	single	2	n e X a x s. u. H	_n e X a x s. u. H_	9	_-n n-e e-X X-a a-x x-s. s.-u. u.-H H-_
705	single	1	u z x e l X u	_u z x e l X u_	8	_-u u-z z-x x-e e-l l-X X-u u-_
706	single	1	u S n u n m e	_u S n u n m e_	8	_-u u-S S-n n-u u-n n-m m-e e-_
707	single	1	u j x i m p e	_u j x i m p e_	8	_-u u-j j-x x-i i-m m-p p-e e-_
708	single	1	i m j u l m u	_i m j u l m u_	8	_-i i-m m-j j-u u-l l-m m-u u-_
709	single	1	a s. S u r l u	_a s. S u r l u_	8	_-a a-s. s.-S S-u u-r r-l l-u u-_
710	single	2	s a s. a. p b e x	_s a s. a. p b e x_	9	_-s s-a a-s. s.-a. a.-p p-b b-e e-x x-_
711	single	1	i s s e g s u	_i s s e g s u_	8	_-i i-s s-s s-e e-g g-s s-u u-_
712	single	1	u p X u s S a	_u p X u s S a_	8	_-u u-p p-X X-u u-s s-S S-a a-_
713	single	1	u d X u r S a	_u d X u r S a_	8	_-u u-d d-X X-u u-r r-S S-a a-_
714	single	1	u q g a S S e	_u q g a S S e_	8	_-u u-q q-g g-a a-S S-S S-e e-_
715	single	1	e s. d i z d u	_e s. d i z d u_	8	_-e e-s. s.-d d-i i-z z-d d-u u-_
716	single	1	a l S i X r a	_a l S i X r a_	8	_-a a-l l-S S-i i-X X-r r-a a-_
717	single	1	e X n i w S u	_e X n i w S u_	8	_-e e-X X-n n-i i-w w-S S-u u-_
718	single	1	u q l e t. l i	_u q l e t. l i_	8	_-u u-q q-l l-e e-t. t.-l l-i i-_
719	single	1	e t d u X p u	_e t d u X p u_	8	_-e e-t t-d d-u u-X X-p p-u u-_
720	single	1	e b m a d p a	_e b m a d p a_	8	_-e e-b b-m m-a a-d d-p p-a a-_
721	single	1	u g x u ? X i	_u g x u ? X i_	8	_-u u-g g-x x-u u-? ?-X X-i i-_
722	single	1	e p g u l t u	_e p g u l t u_	8	_-e e-p p-g g-u u-l l-t t-u u-_
723	single	1	e s. g a q n e	_e s. g a q n e_	8	_-e e-s. s.-g g-a a-q q-n n-e e-_
724	single	1	a k b i t ? e	_a k b i t ? e_	8	_-a a-k k-b b-i i-t t-? ?-e e-_
725	single	1	u n s a d w i	_u n s a d w i_	8	_-u u-n n-s s-a a-d d-w w-i i-_
726	single	1	a p x a S p a	_a p x a S p a_	8	_-a a-p p-x x-a a-S S-p p-a a-_
727	single	1	a g g a b x u	_a g g a b x u_	8	_-a a-g g-g g-a a-b b-x x-u u-_
728	single	1	u d r u X w u	_u d r u X w u_	8	_-u u-d d-r r-u u-X X-w w-u u-_
729	single	1	e z l i w b u	_e z l i w b u_	8	_-e e-z z-l l-i i-w w-b b-u u-_
730	single	1	a l n i j ? i	_a l n i j ? i_	8	_-a a-l l-n n-i i-j j-? ?-i i-_
731	single	1	u S q a. r t e	_u S q a. r t e_	8	_-u u-S S-q q-a. a.-r r-t t-e e-_
732	single	1	u w s u w w e	_u w s u w w e_	8	_-u u-w w-s s-u u-w w-w w-e e-_
733	single	1	i ? ? u n p u	_i ? ? u n p u_	8	_-i i-? ?-? ?-u u-n n-p p-u u-_
734	single	3	q e. i. l u i t	_q e. i. l u i t_	8	_-q q-e. e.-i. i.-l l-u u-i i-t t-_
735	single	1	u l ? i r X e	_u l ? i r X e_	8	_-u u-l l-? ?-i i-r r-X X-e e-_
736	single	1	i q t e g t e	_i q t e g t e_	8	_-i i-q q-t t-e e-g g-t t-e e-_
737	single	1	u w d u s. p u	_u w d u s. p u_	8	_-u u-w w-d d-u u-s. s.-p p-u u-_
738	single	2	w a q a. g ? i d	_w a q a. g ? i d_	9	_-w w-a a-q q-a. a.-g g-? ?-i i-d d-_
739	single	1	a t t a n g a	_a t t a n g a_	8	_-a a-t t-t t-a a-n n-g g-a a-_
740	single	2	d e k a n s. e. H	_d e k a n s. e. H_	9	_-d d-e e-k k-a a-n n-s. s.-e. e.-H H-_
741	single	1	u X k a s. z e	_u X k a s. z e_	8	_-u u-X X-k k-a a-s. s.-z z-e e-_
742	single	2	z u ? i d g e b	_z u ? i d g e b_	9	_-z z-u u-? ?-i i-d d-g g-e e-b b-_
743	single	1	a w s. a. x ? u	_a w s. a. x ? u_	8	_-a a-w w-s. s.-a. a.-x x-? ?-u u-_
744	single	2	q u. s. u. k X e r	_q u. s. u. k X e r_	9	_-q q-u. u.-s. s.-u. u.-k k-X X-e e-r r-_
745	single	1	i j n u X S e	_i j n u X S e_	8	_-i i-j j-n n-u u-X X-S S-e e-_
746	single	2	s i s. u. t. p u j	_s i s. u. t. p u j_	9	_-s s-i i-s. s.-u. u.-t. t.-p p-u u-j j-_
747	single	1	u z g a ? t. e.	_u z g a ? t. e._	8	_-u u-z z-g g-a a-? ?-t. t.-e. e.-_
748	single	1	e g n a w k i	_e g n a w k i_	8	_-e e-g g-n n-a a-w w-k k-i i-_
749	single	1	a j j a H m a	_a j j a H m a_	8	_-a a-j j-j j-a a-H H-m m-a a-_
750	single	1	a z X u H n u	_a z X u H n u_	8	_-a a-z z-X X-u u-H H-n n-u u-_
751	single	2	t i ? i t n e l	_t i ? i t n e l_	9	_-t t-i i-? ?-i i-t t-n n-e e-l l-_
752	single	1	i n H u q H e	_i n H u q H e_	8	_-i i-n n-H H-u u-q q-H H-e e-_
753	single	1	a t. t. e. j m i	_a t. t. e. j m i_	8	_-a a-t. t.-t. t.-e. e.-j j-m m-i i-_
754	single	1	a j s a p t. i.	_a j s a p t. i._	8	_-a a-j j-s s-a a-p p-t. t.-i. i.-_
755	single	2	m a S u l k i g	_m a S u l k i g_	9	_-m m-a a-S S-u u-l l-k k-i i-g g-_
756	single	1	e d ? a S l a	_e d ? a S l a_	8	_-e e-d d-? ?-a a-S S-l l-a a-_
757	single	1	e ? k i x m e	_e ? k i x m e_	8	_-e e-? ?-k k-i i-x x-m m-e e-_
758	single	1	u m s a q r a	_u m s a q r a_	8	_-u u-m m-s s-a a-q q-r r-a a-_
759	single	2	x i g a S r u s	_x i g a S r u s_	9	_-x x-i i-g g-a a-S S-r r-u u-s s-_
760	single	2	j e n i p ? e n	_j e n i p ? e n_	9	_-j j-e e-n n-i i-p p-? ?-e e-n n-_
761	single	1	u k ? a t. w i	_u k ? a t. w i_	8	_-u u-k k-? ?-a a-t. t.-w w-i i-_
762	single	1	i q ? u t s u	_i q ? u t s u_	8	_-i i-q q-? ?-u u-t t-s s-u u-_
763	single	1	a n S e S g i	_a n S e S g i_	8	_-a a-n n-S S-e e-S S-g g-i i-_
764	single	2	t i r i m r a ?	_t i r i m r a ?_	9	_-t t-i i-r r-i i-m m-r r-a a-? ?-_
765	single	1	a w z u X t a	_a w z u X t a_	8	_-a a-w w-z z-u u-X X-t t-a a-_
766	single	1	a n H e s k e	_a n H e s k e_	8	_-a a-n n-H H-e e-s s-k k-e e-_
767	single	1	i H S a b k u	_i H S a b k u_	8	_-i i-H H-S S-a a-b b-k k-u u-_
768	single	1	i z t. u. t. z a	_i z t. u. t. z a_	8	_-i i-z z-t. t.-u. u.-t. t.-z z-a a-_
769	single	1	i q H i t j e	_i q H i t j e_	8	_-i i-q q-H H-i i-t t-j j-e e-_
770	single	2	t a S e g k a X	_t a S e g k a X_	9	_-t t-a a-S S-e e-g g-k k-a a-X X-_
771	single	1	e r X u x t. i.	_e r X u x t. i._	8	_-e e-r r-X X-u u-x x-t. t.-i. i.-_
772	single	1	e n x i k t e	_e n x i k t e_	8	_-e e-n n-x x-i i-k k-t t-e e-_
773	single	1	e S t e t. d i	_e S t e t. d i_	8	_-e e-S S-t t-e e-t. t.-d d-i i-_
774	single	1	i w H a j q i.	_i w H a j q i._	8	_-i i-w w-H H-a a-j j-q q-i. i.-_
775	single	2	d a r i X j u x	_d a r i X j u x_	9	_-d d-a a-r r-i i-X X-j j-u u-x x-_
776	single	1	i X d u S k e	_i X d u S k e_	8	_-i i-X X-d d-u u-S S-k k-e e-_
777	single	1	e j g e s n i	_e j g e s n i_	8	_-e e-j j-g g-e e-s s-n n-i i-_
778	single	1	e d t e k x u	_e d t e k x u_	8	_-e e-d d-t t-e e-k k-x x-u u-_
779	single	1	e S H u ? d a	_e S H u ? d a_	8	_-e e-S S-H H-u u-? ?-d d-a a-_
780	single	1	i r k e X ? a	_i r k e X ? a_	8	_-i i-r r-k k-e e-X X-? ?-a a-_
781	single	2	j i S u s. t u b	_j i S u s. t u b_	9	_-j j-i i-S S-u u-s. s.-t t-u u-b b-_
782	single	3	w e e t. e. a. k	_w e e t. e. a. k_	8	_-w w-e e-e e-t. t.-e. e.-a. a.-k k-_
783	single	2	q a. ? i q z u b	_q a. ? i q z u b_	9	_-q q-a. a.-? ?-i i-q q-z z-u u-b b-_
784	single	1	e b g a s. X e	_e b g a s. X e_	8	_-e e-b b-g g-a a-s. s.-X X-e e-_
785	single	2	k i d a q x a q	_k i d a q x a q_	9	_-k k-i i-d d-a a-q q-x x-a a-q q-_
786	single	2	X a n a z S a l	_X a n a z S a l_	9	_-X X-a a-n n-a a-z z-S S-a a-l l-_
787	single	2	q a. g a j b a l	_q a. g a j b a l_	9	_-q q-a. a.-g g-a a-j j-b b-a a-l l-_
788	single	1	i s. l a p m i	_i s. l a p m i_	8	_-i i-s. s.-l l-a a-p p-m m-i i-_
789	single	1	u l x i x l i	_u l x i x l i_	8	_-u u-l l-x x-i i-x x-l l-i i-_
790	single	1	a d d u b t. u.	_a d d u b t. u._	8	_-a a-d d-d d-u u-b b-t. t.-u. u.-_
791	single	2	m e k i g r e ?	_m e k i g r e ?_	9	_-m m-e e-k k-i i-g g-r r-e e-? ?-_
792	single	1	e l p u l j a	_e l p u l j a_	8	_-e e-l l-p p-u u-l l-j j-a a-_
793	single	2	k e s. e. b s. e. ?	_k e s. e. b s. e. ?_	9	_-k k-e e-s. s.-e. e.-b b-s. s.-e. e.-? ?-_
794	single	1	i z n i r n u	_i z n i r n u_	8	_-i i-z z-n n-i i-r r-n n-u u-_
795	single	1	u x k a r m u	_u x k a r m u_	8	_-u u-x x-k k-a a-r r-m m-u u-_
796	single	2	g a t. u. x n i ?	_g a t. u. x n i ?_	9	_-g g-a a-t. t.-u. u.-x x-n n-i i-? ?-_
797	single	1	u m ? u t n a	_u m ? u t n a_	8	_-u u-m m-? ?-u u-t t-n n-a a-_
798	single	2	l u t e s. H e H	_l u t e s. H e H_	9	_-l l-u u-t t-e e-s. s.-H H-e e-H H-_
799	single	1	i ? x u j x i	_i ? x u j x i_	8	_-i i-? ?-x x-u u-j j-x x-i i-_
800	single	1	a m k u j X u	_a m k u j X u_	8	_-a a-m m-k k-u u-j j-X X-u u-_
801	single	2	? a z e H s a X	_? a z e H s a X_	9	_-? ?-a a-z z-e e-H H-s s-a a-X X-_
802	single	2	b e m u g H i j	_b e m u g H i j_	9	_-b b-e e-m m-u u-g g-H H-i i-j j-_
803	single	1	a m z e t z u	_a m z e t z u_	8	_-a a-m m-z z-e e-t t-z z-u u-_
804	single	1	e x w u H k i	_e x w u H k i_	8	_-e e-x x-w w-u u-H H-k k-i i-_
805	single	1	i s j a t. n i	_i s j a t. n i_	8	_-i i-s s-j j-a a-t. t.-n n-i i-_
806	single	1	e s X e q k a	_e s X e q k a_	8	_-e e-s s-X X-e e-q q-k k-a a-_
807	single	1	i k w a H d e	_i k w a H d e_	8	_-i i-k k-w w-a a-H H-d d-e e-_
808	single	2	s. u. ? i q w a g	_s. u. ? i q w a g_	9	_-s. s.-u. u.-? ?-i i-q q-w w-a a-g g-_
809	single	2	l a t. i. t. ? i x	_l a t. i. t. ? i x_	9	_-l l-a a-t. t.-i. i.-t. t.-? ?-i i-x x-_
810	single	1	i S w i ? s e	_i S w i ? s e_	8	_-i i-S S-w w-i i-? ?-s s-e e-_
811	single	2	n e j u n b e g	_n e j u n b e g_	9	_-n n-e e-j j-u u-n n-b b-e e-g g-_
812	single	1	i m l u k l e	_i m l u k l e_	8	_-i i-m m-l l-u u-k k-l l-e e-_
813	single	2	S u ? e t. X i l	_S u ? e t. X i l_	9	_-S S-u u-? ?-e e-t. t.-X X-i i-l l-_
814	single	2	l i s. a. S j i d	_l i s. a. S j i d_	9	_-l l-i i-s. s.-a. a.-S S-j j-i i-d d-_
815	single	3	l a u s. i. i. k	_l a u s. i. i. k_	8	_-l l-a a-u u-s. s.-i. i.-i. i.-k k-_
816	single	1	a b j i m ? e	_a b j i m ? e_	8	_-a a-b b-j j-i i-m m-? ?-e e-_
817	single	1	e s. g u t. x a	_e s. g u t. x a_	8	_-e e-s. s.-g g-u u-t. t.-x x-a a-_
818	single	2	g a w a z b a n	_g a w a z b a n_	9	_-g g-a a-w w-a a-z z-b b-a a-n n-_
819	single	1	e w r i s. d e	_e w r i s. d e_	8	_-e e-w w-r r-i i-s. s.-d d-e e-_
820	single	1	u m l i t r a	_u m l i t r a_	8	_-u u-m m-l l-i i-t t-r r-a a-_
821	single	1	a H b a H s. i.	_a H b a H s. i._	8	_-a a-H H-b b-a a-H H-s. s.-i. i.-_
822	single	2	p i t a k r a t.	_p i t a k r a t._	9	_-p p-i i-t t-a a-k k-r r-a a-t. t.-_
823	single	1	a t. l e r t u	_a t. l e r t u_	8	_-a a-t. t.-l l-e e-r r-t t-u u-_
824	single	1	i x r u k g u	_i x r u k g u_	8	_-i i-x x-r r-u u-k k-g g-u u-_
825	single	1	u t p a x d i	_u t p a x d i_	8	_-u u-t t-p p-a a-x x-d d-i i-_
826	single	1	u s m a x q u.	_u s m a x q u._	8	_-u u-s s-m m-a a-x x-q q-u. u.-_
827	single	1	e r s. i. X s. a.	_e r s. i. X s. a._	8	_-e e-r r-s. s.-i. i.-X X-s. s.-a. a.-_
828	single	1	i z t. e. b ? a	_i z t. e. b ? a_	8	_-i i-z z-t. t.-e. e.-b b-? ?-a a-_
829	single	1	a t. s. e. g p i	_a t. s. e. g p i_	8	_-a a-t. t.-s. s.-e. e.-g g-p p-i i-_
830	single	2	? i r e q X a t.	_? i r e q X a t._	9	_-? ?-i i-r r-e e-q q-X X-a a-t. t.-_
831	single	1	u m x i w ? a	_u m x i w ? a_	8	_-u u-m m-x x-i i-w w-? ?-a a-_
832	single	1	e ? l e X g u	_e ? l e X g u_	8	_-e e-? ?-l l-e e-X X-g g-u u-_
833	single	1	u q t. e. p H e	_u q t. e. p H e_	8	_-u u-q q-t. t.-e. e.-p p-H H-e e-_
834	single	1	e s. s a s. ? a	_e s. s a s. ? a_	8	_-e e-s. s.-s s-a a-s. s.-? ?-a a-_
835	single	1	u r x a n w u	_u r x a n w u_	8	_-u u-r r-x x-a a-n n-w w-u u-_
836	single	2	n a H a x p e S	_n a H a x p e S_	9	_-n n-a a-H H-a a-x x-p p-e e-S S-_
837	single	2	k a m e x s e H	_k a m e x s e H_	9	_-k k-a a-m m-e e-x x-s s-e e-H H-_
838	single	1	a k d a t. k i	_a k d a t. k i_	8	_-a a-k k-d d-a a-t. t.-k k-i i-_
839	single	2	n u r u b n i H	_n u r u b n i H_	9	_-n n-u u-r r-u u-b b-n n-i i-H H-_
840	single	2	s e g a H p u ?	_s e g a H p u ?_	9	_-s s-e e-g g-a a-H H-p p-u u-? ?-_
841	single	1	a ? r e g z e	_a ? r e g z e_	8	_-a a-? ?-r r-e e-g g-z z-e e-_
842	single	1	i g p i H j e	_i g p i H j e_	8	_-i i-g g-p p-i i-H H-j j-e e-_
843	single	2	b e S e p p a t.	_b e S e p p a t._	9	_-b b-e e-S S-e e-p p-p p-a a-t. t.-_
844	single	2	p a X a z r u b	_p a X a z r u b_	9	_-p p-a a-X X-a a-z z-r r-u u-b b-_
845	single	2	? e r i s d u s.	_? e r i s d u s._	9	_-? ?-e e-r r-i i-s s-d d-u u-s. s.-_
846	single	1	u w n e ? H a	_u w n e ? H a_	8	_-u u-w w-n n-e e-? ?-H H-a a-_
847	single	1	e n m u d k a	_e n m u d k a_	8	_-e e-n n-m m-u u-d d-k k-a a-_
848	single	1	a d b i X t u	_a d b i X t u_	8	_-a a-d d-b b-i i-X X-t t-u u-_
849	single	2	g i l e q m a t.	_g i l e q m a t._	9	_-g g-i i-l l-e e-q q-m m-a a-t. t.-_
850	single	1	e n m e t. s i	_e n m e t. s i_	8	_-e e-n n-m m-e e-t. t.-s s-i i-_
851	single	1	e x S i n p a	_e x S i n p a_	8	_-e e-x x-S S-i i-n n-p p-a a-_
852	single	1	i ? S a t. m i	_i ? S a t. m i_	8	_-i i-? ?-S S-a a-t. t.-m m-i i-_
853	single	1	e j k e x b a	_e j k e x b a_	8	_-e e-j j-k k-e e-x x-b b-a a-_
854	single	2	X i s a t b i j	_X i s a t b i j_	9	_-X X-i i-s s-a a-t t-b b-i i-j j-_
855	single	2	g e p i g w e S	_g e p i g w e S_	9	_-g g-e e-p p-i i-g g-w w-e e-S S-_
856	single	1	u z ? e s w e	_u z ? e s w e_	8	_-u u-z z-? ?-e e-s s-w w-e e-_
857	single	2	t e q i. t. j i q	_t e q i. t. j i q_	9	_-t t-e e-q q-i. i.-t. t.-j j-i i-q q-_
858	single	1	u X t. i. r g u	_u X t. i. r g u_	8	_-u u-X X-t. t.-i. i.-r r-g g-u u-_
859	single	1	e ? ? i m t u	_e ? ? i m t u_	8	_-e e-? ?-? ?-i i-m m-t t-u u-_
860	single	1	a r z a s ? i	_a r z a s ? i_	8	_-a a-r r-z z-a a-s s-? ?-i i-_
861	single	1	u ? b e z q u.	_u ? b e z q u._	8	_-u u-? ?-b b-e e-z z-q q-u. u.-_
862	single	1	a t l a g r a	_a t l a g r a_	8	_-a a-t t-l l-a a-g g-r r-a a-_
863	single	2	t. e. q u. t q a. H	_t. e. q u. t q a. H_	9	_-t. t.-e. e.-q q-u. u.-t t-q q-a. a.-H H-_
864	single	2	k a j e H r a H	_k a j e H r a H_	9	_-k k-a a-j j-e e-H H-r r-a a-H H-_
865	single	1	u g k u l g e	_u g k u l g e_	8	_-u u-g g-k k-u u-l l-g g-e e-_
866	single	1	e w t u n s u	_e w t u n s u_	8	_-e e-w w-t t-u u-n n-s s-u u-_
867	single	1	u ? S e t H e	_u ? S e t H e_	8	_-u u-? ?-S S-e e-t t-H H-e e-_
868	single	1	i ? m e n s. a.	_i ? m e n s. a._	8	_-i i-? ?-m m-e e-n n-s. s.-a. a.-_
869	single	1	e m b i d s a	_e m b i d s a_	8	_-e e-m m-b b-i i-d d-s s-a a-_
870	single	2	X i S i z s. a. H	_X i S i z s. a. H_	9	_-X X-i i-S S-i i-z z-s. s.-a. a.-H H-_
871	single	1	u q k i q b e	_u q k i q b e_	8	_-u u-q q-k k-i i-q q-b b-e e-_
872	single	2	? u g u r w u k	_? u g u r w u k_	9	_-? ?-u u-g g-u u-r r-w w-u u-k k-_
873	single	1	i r s e t. z e	_i r s e t. z e_	8	_-i i-r r-s s-e e-t. t.-z z-e e-_
874	single	2	p a b a s. k i d	_p a b a s. k i d_	9	_-p p-a a-b b-a a-s. s.-k k-i i-d d-_
875	single	1	u w w a n ? a	_u w w a n ? a_	8	_-u u-w w-w w-a a-n n-? ?-a a-_
876	single	2	s. e. j u j H e l	_s. e. j u j H e l_	9	_-s. s.-e. e.-j j-u u-j j-H H-e e-l l-_
877	single	2	z i s u t k a s.	_z i s u t k a s._	9	_-z z-i i-s s-u u-t t-k k-a a-s. s.-_
878	single	1	u H ? u S t i	_u H ? u S t i_	8	_-u u-H H-? ?-u u-S S-t t-i i-_
